CEP,Endereço,Pais
76060,"Kennedale, TX", USA
76061,"Lillian, TX", USA
76063,"Mansfield, TX", USA
76064,"Maypearl, TX", USA
76065,"Midlothian, TX", USA
76066,"Millsap, TX", USA
76067,"Mineral Wells, TX", USA
76068,"Mineral Wells, TX", USA
76070,"Nemo, TX", USA
76071,"Newark, TX", USA
76073,"Paradise, TX", USA
76077,"Rainbow, TX", USA
76078,"Rhome, TX", USA
76082,"Springtown, TX", USA
76084,"Venus, TX", USA
76085,"Weatherford, TX", USA
76086,"Weatherford, TX", USA
76087,"Weatherford, TX", USA
76088,"Weatherford, TX", USA
76092,"Southlake, TX", USA
76093,"Rio Vista, TX", USA
76094,"Arlington, TX", USA
76095,"Bedford, TX", USA
76096,"Arlington, TX", USA
76097,"Burleson, TX", USA
76098,"Azle, TX", USA
76099,"Grapevine, TX", USA
76101,"Fort Worth, TX", USA
76102,"Fort Worth, TX", USA
76103,"Fort Worth, TX", USA
76104,"Fort Worth, TX", USA
76105,"Fort Worth, TX", USA
76106,"Fort Worth, TX", USA
76107,"Fort Worth, TX", USA
76108,"Fort Worth, TX", USA
76109,"Fort Worth, TX", USA
76110,"Fort Worth, TX", USA
76111,"Fort Worth, TX", USA
76112,"Fort Worth, TX", USA
76113,"Fort Worth, TX", USA
76114,"Fort Worth, TX", USA
76115,"Fort Worth, TX", USA
76116,"Fort Worth, TX", USA
76117,"Haltom City, TX", USA
76118,"Fort Worth, TX", USA
76119,"Fort Worth, TX", USA
76120,"Fort Worth, TX", USA
76121,"Fort Worth, TX", USA
76122,"Fort Worth, TX", USA
76123,"Fort Worth, TX", USA
76124,"Fort Worth, TX", USA
76126,"Fort Worth, TX", USA
76127,"Naval Air Station/ Jrb, TX", USA
76129,"Fort Worth, TX", USA
76130,"Fort Worth, TX", USA
76131,"Fort Worth, TX", USA
76132,"Fort Worth, TX", USA
76133,"Fort Worth, TX", USA
76134,"Fort Worth, TX", USA
76135,"Fort Worth, TX", USA
76136,"Fort Worth, TX", USA
76137,"Fort Worth, TX", USA
76140,"Fort Worth, TX", USA
76147,"Fort Worth, TX", USA
76148,"Fort Worth, TX", USA
76150,"Fort Worth, TX", USA
76155,"Fort Worth, TX", USA
76161,"Fort Worth, TX", USA
76162,"Fort Worth, TX", USA
76163,"Fort Worth, TX", USA
76164,"Fort Worth, TX", USA
76166,"Fort Worth, TX", USA
76177,"Fort Worth, TX", USA
76179,"Fort Worth, TX", USA
76180,"North Richland Hills, TX", USA
76181,"Fort Worth, TX", USA
76182,"North Richland Hills, TX", USA
76185,"Fort Worth, TX", USA
76191,"Fort Worth, TX", USA
76192,"Fort Worth, TX", USA
76193,"Fort Worth, TX", USA
76195,"Fort Worth, TX", USA
76196,"Fort Worth, TX", USA
76197,"Fort Worth, TX", USA
76198,"Fort Worth, TX", USA
76199,"Fort Worth, TX", USA
76201,"Denton, TX", USA
76202,"Denton, TX", USA
76203,"Denton, TX", USA
76204,"Denton, TX", USA
76205,"Denton, TX", USA
76206,"Denton, TX", USA
76207,"Denton, TX", USA
76208,"Denton, TX", USA
76209,"Denton, TX", USA
76210,"Denton, TX", USA
76225,"Alvord, TX", USA
76226,"Argyle, TX", USA
76227,"Aubrey, TX", USA
76228,"Bellevue, TX", USA
76230,"Bowie, TX", USA
76233,"Collinsville, TX", USA
76234,"Decatur, TX", USA
76238,"Era, TX", USA
76239,"Forestburg, TX", USA
76240,"Gainesville, TX", USA
76241,"Gainesville, TX", USA
76244,"Keller, TX", USA
76245,"Gordonville, TX", USA
76246,"Greenwood, TX", USA
76247,"Justin, TX", USA
76248,"Keller, TX", USA
76249,"Krum, TX", USA
76250,"Lindsay, TX", USA
76251,"Montague, TX", USA
76252,"Muenster, TX", USA
76253,"Myra, TX", USA
76255,"Nocona, TX", USA
76258,"Pilot Point, TX", USA
76259,"Ponder, TX", USA
76261,"Ringgold, TX", USA
76262,"Roanoke, TX", USA
76263,"Rosston, TX", USA
76264,"Sadler, TX", USA
76265,"Saint Jo, TX", USA
76266,"Sanger, TX", USA
76267,"Slidell, TX", USA
76268,"Southmayd, TX", USA
76270,"Sunset, TX", USA
76271,"Tioga, TX", USA
76272,"Valley View, TX", USA
76273,"Whitesboro, TX", USA
76299,"Roanoke, TX", USA
76301,"Wichita Falls, TX", USA
76302,"Wichita Falls, TX", USA
76305,"Wichita Falls, TX", USA
76306,"Wichita Falls, TX", USA
76307,"Wichita Falls, TX", USA
76308,"Wichita Falls, TX", USA
76309,"Wichita Falls, TX", USA
76310,"Wichita Falls, TX", USA
76311,"Sheppard Afb, TX", USA
76351,"Archer City, TX", USA
76352,"Bluegrove, TX", USA
76354,"Burkburnett, TX", USA
76357,"Byers, TX", USA
76360,"Electra, TX", USA
76363,"Goree, TX", USA
76364,"Harrold, TX", USA
76365,"Henrietta, TX", USA
76366,"Holliday, TX", USA
76367,"Iowa Park, TX", USA
76369,"Kamay, TX", USA
76370,"Megargel, TX", USA
76371,"Munday, TX", USA
76372,"Newcastle, TX", USA
76373,"Oklaunion, TX", USA
76374,"Olney, TX", USA
76379,"Scotland, TX", USA
76380,"Seymour, TX", USA
76384,"Vernon, TX", USA
76385,"Vernon, TX", USA
76388,"Weinert, TX", USA
76389,"Windthorst, TX", USA
76401,"Stephenville, TX", USA
76402,"Stephenville, TX", USA
76424,"Breckenridge, TX", USA
76426,"Bridgeport, TX", USA
76427,"Bryson, TX", USA
76429,"Caddo, TX", USA
76430,"Albany, TX", USA
76431,"Chico, TX", USA
76432,"Blanket, TX", USA
76433,"Bluff Dale, TX", USA
76435,"Carbon, TX", USA
76436,"Carlton, TX", USA
76437,"Cisco, TX", USA
76439,"Dennis, TX", USA
76442,"Comanche, TX", USA
76443,"Cross Plains, TX", USA
76444,"De Leon, TX", USA
76445,"Desdemona, TX", USA
76446,"Dublin, TX", USA
76448,"Eastland, TX", USA
76449,"Graford, TX", USA
76450,"Graham, TX", USA
76452,"Energy, TX", USA
76453,"Gordon, TX", USA
76454,"Gorman, TX", USA
76455,"Gustine, TX", USA
76457,"Hico, TX", USA
76458,"Jacksboro, TX", USA
76459,"Jermyn, TX", USA
76460,"Loving, TX", USA
76461,"Lingleville, TX", USA
76462,"Lipan, TX", USA
76463,"Mingus, TX", USA
76464,"Moran, TX", USA
76465,"Morgan Mill, TX", USA
76466,"Olden, TX", USA
76467,"Paluxy, TX", USA
76468,"Proctor, TX", USA
76469,"Putnam, TX", USA
76470,"Ranger, TX", USA
76471,"Rising Star, TX", USA
76472,"Santo, TX", USA
76474,"Sidney, TX", USA
76475,"Strawn, TX", USA
76476,"Tolar, TX", USA
76481,"South Bend, TX", USA
76483,"Throckmorton, TX", USA
76485,"Peaster, TX", USA
76486,"Perrin, TX", USA
76487,"Poolville, TX", USA
76490,"Whitt, TX", USA
76491,"Woodson, TX", USA
76501,"Temple, TX", USA
76502,"Temple, TX", USA
76503,"Temple, TX", USA
76504,"Temple, TX", USA
76505,"Temple, TX", USA
76508,"Temple, TX", USA
76511,"Bartlett, TX", USA
76513,"Belton, TX", USA
76518,"Buckholts, TX", USA
76519,"Burlington, TX", USA
76520,"Cameron, TX", USA
76522,"Copperas Cove, TX", USA
76523,"Davilla, TX", USA
76524,"Eddy, TX", USA
76525,"Evant, TX", USA
76526,"Flat, TX", USA
76527,"Florence, TX", USA
76528,"Gatesville, TX", USA
76530,"Granger, TX", USA
76531,"Hamilton, TX", USA
76533,"Heidenheimer, TX", USA
76534,"Holland, TX", USA
76537,"Jarrell, TX", USA
76538,"Jonesboro, TX", USA
76539,"Kempner, TX", USA
76540,"Killeen, TX", USA
76541,"Killeen, TX", USA
76542,"Killeen, TX", USA
76543,"Killeen, TX", USA
76544,"Fort Hood, TX", USA
76545,"Killeen, TX", USA
76547,"Killeen, TX", USA
76548,"Harker Heights, TX", USA
76549,"Killeen, TX", USA
76550,"Lampasas, TX", USA
76554,"Little River Academy, TX", USA
76556,"Milano, TX", USA
76557,"Moody, TX", USA
76558,"Mound, TX", USA
76559,"Nolanville, TX", USA
76561,"Oglesby, TX", USA
76564,"Pendleton, TX", USA
76565,"Pottsville, TX", USA
76566,"Purmela, TX", USA
76567,"Rockdale, TX", USA
76569,"Rogers, TX", USA
76570,"Rosebud, TX", USA
76571,"Salado, TX", USA
76573,"Schwertner, TX", USA
76574,"Taylor, TX", USA
76577,"Thorndale, TX", USA
76578,"Thrall, TX", USA
76579,"Troy, TX", USA
76596,"Gatesville, TX", USA
76597,"Gatesville, TX", USA
76598,"Gatesville, TX", USA
76599,"Gatesville, TX", USA
76621,"Abbott, TX", USA
76622,"Aquilla, TX", USA
76623,"Avalon, TX", USA
76624,"Axtell, TX", USA
76626,"Blooming Grove, TX", USA
76627,"Blum, TX", USA
76628,"Brandon, TX", USA
76629,"Bremond, TX", USA
76630,"Bruceville, TX", USA
76631,"Bynum, TX", USA
76632,"Chilton, TX", USA
76633,"China Spring, TX", USA
76634,"Clifton, TX", USA
76635,"Coolidge, TX", USA
76636,"Covington, TX", USA
76637,"Cranfills Gap, TX", USA
76638,"Crawford, TX", USA
76639,"Dawson, TX", USA
76640,"Elm Mott, TX", USA
76641,"Frost, TX", USA
76642,"Groesbeck, TX", USA
76643,"Hewitt, TX", USA
76644,"Laguna Park, TX", USA
76645,"Hillsboro, TX", USA
76648,"Hubbard, TX", USA
76649,"Iredell, TX", USA
76650,"Irene, TX", USA
76651,"Italy, TX", USA
76652,"Kopperl, TX", USA
76653,"Kosse, TX", USA
76654,"Leroy, TX", USA
76655,"Lorena, TX", USA
76656,"Lott, TX", USA
76657,"Mc Gregor, TX", USA
76660,"Malone, TX", USA
76661,"Marlin, TX", USA
76664,"Mart, TX", USA
76665,"Meridian, TX", USA
76666,"Mertens, TX", USA
76667,"Mexia, TX", USA
76670,"Milford, TX", USA
76671,"Morgan, TX", USA
76673,"Mount Calm, TX", USA
76676,"Penelope, TX", USA
76678,"Prairie Hill, TX", USA
76679,"Purdon, TX", USA
76680,"Reagan, TX", USA
76681,"Richland, TX", USA
76682,"Riesel, TX", USA
76684,"Ross, TX", USA
76685,"Satin, TX", USA
76686,"Tehuacana, TX", USA
76687,"Thornton, TX", USA
76689,"Valley Mills, TX", USA
76690,"Walnut Springs, TX", USA
76691,"West, TX", USA
76692,"Whitney, TX", USA
76693,"Wortham, TX", USA
76701,"Waco, TX", USA
76702,"Waco, TX", USA
76703,"Waco, TX", USA
76704,"Waco, TX", USA
76705,"Waco, TX", USA
76706,"Waco, TX", USA
76707,"Waco, TX", USA
76708,"Waco, TX", USA
76710,"Waco, TX", USA
76711,"Waco, TX", USA
76712,"Woodway, TX", USA
76714,"Waco, TX", USA
76715,"Waco, TX", USA
76716,"Waco, TX", USA
76797,"Waco, TX", USA
76798,"Waco, TX", USA
76799,"Waco, TX", USA
76801,"Brownwood, TX", USA
76802,"Early, TX", USA
76803,"Early, TX", USA
76804,"Brownwood, TX", USA
76820,"Art, TX", USA
76821,"Ballinger, TX", USA
76823,"Bangs, TX", USA
76824,"Bend, TX", USA
76825,"Brady, TX", USA
76827,"Brookesmith, TX", USA
76828,"Burkett, TX", USA
76831,"Castell, TX", USA
76832,"Cherokee, TX", USA
76834,"Coleman, TX", USA
76836,"Doole, TX", USA
76837,"Eden, TX", USA
76841,"Fort Mc Kavett, TX", USA
76842,"Fredonia, TX", USA
76844,"Goldthwaite, TX", USA
76845,"Gouldbusk, TX", USA
76848,"Hext, TX", USA
76849,"Junction, TX", USA
76852,"Lohn, TX", USA
76853,"Lometa, TX", USA
76854,"London, TX", USA
76855,"Lowake, TX", USA
76856,"Mason, TX", USA
76857,"May, TX", USA
76858,"Melvin, TX", USA
76859,"Menard, TX", USA
76861,"Miles, TX", USA
76862,"Millersview, TX", USA
76864,"Mullin, TX", USA
76865,"Norton, TX", USA
76866,"Paint Rock, TX", USA
76869,"Pontotoc, TX", USA
76870,"Priddy, TX", USA
76871,"Richland Springs, TX", USA
76872,"Rochelle, TX", USA
76873,"Rockwood, TX", USA
76874,"Roosevelt, TX", USA
76875,"Rowena, TX", USA
76877,"San Saba, TX", USA
76878,"Santa Anna, TX", USA
76880,"Star, TX", USA
76882,"Talpa, TX", USA
76883,"Telegraph, TX", USA
76884,"Valera, TX", USA
76885,"Valley Spring, TX", USA
76886,"Veribest, TX", USA
76887,"Voca, TX", USA
76888,"Voss, TX", USA
76890,"Zephyr, TX", USA
76901,"San Angelo, TX", USA
76902,"San Angelo, TX", USA
76903,"San Angelo, TX", USA
76904,"San Angelo, TX", USA
76905,"San Angelo, TX", USA
76906,"San Angelo, TX", USA
76908,"Goodfellow Afb, TX", USA
76909,"San Angelo, TX", USA
76930,"Barnhart, TX", USA
76932,"Big Lake, TX", USA
76933,"Bronte, TX", USA
76934,"Carlsbad, TX", USA
76935,"Christoval, TX", USA
76936,"Eldorado, TX", USA
76937,"Eola, TX", USA
76939,"Knickerbocker, TX", USA
76940,"Mereta, TX", USA
76941,"Mertzon, TX", USA
76943,"Ozona, TX", USA
76945,"Robert Lee, TX", USA
76949,"Silver, TX", USA
76950,"Sonora, TX", USA
76951,"Sterling City, TX", USA
76953,"Tennyson, TX", USA
76955,"Vancourt, TX", USA
76957,"Wall, TX", USA
76958,"Water Valley, TX", USA
77001,"Houston, TX", USA
77002,"Houston, TX", USA
77003,"Houston, TX", USA
77004,"Houston, TX", USA
77005,"Houston, TX", USA
77006,"Houston, TX", USA
77007,"Houston, TX", USA
77008,"Houston, TX", USA
77009,"Houston, TX", USA
77010,"Houston, TX", USA
77011,"Houston, TX", USA
77012,"Houston, TX", USA
77013,"Houston, TX", USA
77014,"Houston, TX", USA
77015,"Houston, TX", USA
77016,"Houston, TX", USA
77017,"Houston, TX", USA
77018,"Houston, TX", USA
77019,"Houston, TX", USA
77020,"Houston, TX", USA
77021,"Houston, TX", USA
77022,"Houston, TX", USA
77023,"Houston, TX", USA
77024,"Houston, TX", USA
77025,"Houston, TX", USA
77026,"Houston, TX", USA
77027,"Houston, TX", USA
77028,"Houston, TX", USA
77029,"Houston, TX", USA
77030,"Houston, TX", USA
77031,"Houston, TX", USA
77032,"Houston, TX", USA
77033,"Houston, TX", USA
77034,"Houston, TX", USA
77035,"Houston, TX", USA
77036,"Houston, TX", USA
77037,"Houston, TX", USA
77038,"Houston, TX", USA
77039,"Houston, TX", USA
77040,"Houston, TX", USA
77041,"Houston, TX", USA
77042,"Houston, TX", USA
77043,"Houston, TX", USA
77044,"Houston, TX", USA
77045,"Houston, TX", USA
77046,"Houston, TX", USA
77047,"Houston, TX", USA
77048,"Houston, TX", USA
77049,"Houston, TX", USA
77050,"Houston, TX", USA
77051,"Houston, TX", USA
77052,"Houston, TX", USA
77053,"Houston, TX", USA
77054,"Houston, TX", USA
77055,"Houston, TX", USA
77056,"Houston, TX", USA
77057,"Houston, TX", USA
77058,"Houston, TX", USA
77059,"Houston, TX", USA
77060,"Houston, TX", USA
77061,"Houston, TX", USA
77062,"Houston, TX", USA
77063,"Houston, TX", USA
77064,"Houston, TX", USA
77065,"Houston, TX", USA
77066,"Houston, TX", USA
77067,"Houston, TX", USA
77068,"Houston, TX", USA
77069,"Houston, TX", USA
77070,"Houston, TX", USA
77071,"Houston, TX", USA
77072,"Houston, TX", USA
77073,"Houston, TX", USA
77074,"Houston, TX", USA
77075,"Houston, TX", USA
77076,"Houston, TX", USA
77077,"Houston, TX", USA
77078,"Houston, TX", USA
77079,"Houston, TX", USA
77080,"Houston, TX", USA
77081,"Houston, TX", USA
77082,"Houston, TX", USA
77083,"Houston, TX", USA
77084,"Houston, TX", USA
77085,"Houston, TX", USA
77086,"Houston, TX", USA
77087,"Houston, TX", USA
77088,"Houston, TX", USA
77089,"Houston, TX", USA
77090,"Houston, TX", USA
77091,"Houston, TX", USA
77092,"Houston, TX", USA
77093,"Houston, TX", USA
77094,"Houston, TX", USA
77095,"Houston, TX", USA
77096,"Houston, TX", USA
77098,"Houston, TX", USA
77099,"Houston, TX", USA
77201,"Houston, TX", USA
77202,"Houston, TX", USA
77203,"Houston, TX", USA
77204,"Houston, TX", USA
77205,"Houston, TX", USA
77206,"Houston, TX", USA
77207,"Houston, TX", USA
77208,"Houston, TX", USA
77209,"Houston, TX", USA
77210,"Houston, TX", USA
77212,"Houston, TX", USA
77213,"Houston, TX", USA
77215,"Houston, TX", USA
77216,"Houston, TX", USA
77217,"Houston, TX", USA
77218,"Houston, TX", USA
77219,"Houston, TX", USA
77220,"Houston, TX", USA
77221,"Houston, TX", USA
77222,"Houston, TX", USA
77223,"Houston, TX", USA
77224,"Houston, TX", USA
77225,"Houston, TX", USA
77226,"Houston, TX", USA
77227,"Houston, TX", USA
77228,"Houston, TX", USA
77229,"Houston, TX", USA
77230,"Houston, TX", USA
77231,"Houston, TX", USA
77233,"Houston, TX", USA
77234,"Houston, TX", USA
77235,"Houston, TX", USA
77236,"Houston, TX", USA
77237,"Houston, TX", USA
77238,"Houston, TX", USA
77240,"Houston, TX", USA
77241,"Houston, TX", USA
77242,"Houston, TX", USA
77243,"Houston, TX", USA
77244,"Houston, TX", USA
77245,"Houston, TX", USA
77248,"Houston, TX", USA
77249,"Houston, TX", USA
77250,"Houston, TX", USA
77251,"Houston, TX", USA
77252,"Houston, TX", USA
77253,"Houston, TX", USA
77254,"Houston, TX", USA
77255,"Houston, TX", USA
77256,"Houston, TX", USA
77257,"Houston, TX", USA
77258,"Houston, TX", USA
77259,"Houston, TX", USA
77261,"Houston, TX", USA
77262,"Houston, TX", USA
77263,"Houston, TX", USA
77265,"Houston, TX", USA
77266,"Houston, TX", USA
77267,"Houston, TX", USA
77268,"Houston, TX", USA
77269,"Houston, TX", USA
77270,"Houston, TX", USA
77271,"Houston, TX", USA
77272,"Houston, TX", USA
77273,"Houston, TX", USA
77274,"Houston, TX", USA
77275,"Houston, TX", USA
77277,"Houston, TX", USA
77279,"Houston, TX", USA
77280,"Houston, TX", USA
77282,"Houston, TX", USA
77284,"Houston, TX", USA
77287,"Houston, TX", USA
77288,"Houston, TX", USA
77289,"Houston, TX", USA
77290,"Houston, TX", USA
77291,"Houston, TX", USA
77292,"Houston, TX", USA
77293,"Houston, TX", USA
77297,"Houston, TX", USA
77299,"Houston, TX", USA
77301,"Conroe, TX", USA
77302,"Conroe, TX", USA
77303,"Conroe, TX", USA
77304,"Conroe, TX", USA
77305,"Conroe, TX", USA
77306,"Conroe, TX", USA
77315,"North Houston, TX", USA
77316,"Montgomery, TX", USA
77318,"Willis, TX", USA
77320,"Huntsville, TX", USA
77325,"Kingwood, TX", USA
77326,"Ace, TX", USA
77327,"Cleveland, TX", USA
77328,"Cleveland, TX", USA
77331,"Coldspring, TX", USA
77332,"Dallardsville, TX", USA
77333,"Dobbin, TX", USA
77334,"Dodge, TX", USA
77335,"Goodrich, TX", USA
77336,"Huffman, TX", USA
77337,"Hufsmith, TX", USA
77338,"Humble, TX", USA
77339,"Kingwood, TX", USA
77340,"Huntsville, TX", USA
77341,"Huntsville, TX", USA
77342,"Huntsville, TX", USA
77343,"Huntsville, TX", USA
77344,"Huntsville, TX", USA
77345,"Kingwood, TX", USA
77346,"Humble, TX", USA
77347,"Humble, TX", USA
77348,"Huntsville, TX", USA
77349,"Huntsville, TX", USA
77350,"Leggett, TX", USA
77351,"Livingston, TX", USA
77353,"Magnolia, TX", USA
77354,"Magnolia, TX", USA
77355,"Magnolia, TX", USA
77356,"Montgomery, TX", USA
77357,"New Caney, TX", USA
77358,"New Waverly, TX", USA
77359,"Oakhurst, TX", USA
77360,"Onalaska, TX", USA
77362,"Pinehurst, TX", USA
77363,"Plantersville, TX", USA
77364,"Pointblank, TX", USA
77365,"Porter, TX", USA
77367,"Riverside, TX", USA
77368,"Romayor, TX", USA
77369,"Rye, TX", USA
77371,"Shepherd, TX", USA
77372,"Splendora, TX", USA
77373,"Spring, TX", USA
77374,"Thicket, TX", USA
77375,"Tomball, TX", USA
77376,"Votaw, TX", USA
77377,"Tomball, TX", USA
77378,"Willis, TX", USA
77379,"Spring, TX", USA
77380,"Spring, TX", USA
77381,"Spring, TX", USA
77382,"Spring, TX", USA
77383,"Spring, TX", USA
77384,"Conroe, TX", USA
77385,"Conroe, TX", USA
77386,"Spring, TX", USA
77387,"Spring, TX", USA
77388,"Spring, TX", USA
77389,"Spring, TX", USA
77391,"Spring, TX", USA
77393,"Spring, TX", USA
77396,"Humble, TX", USA
77399,"Livingston, TX", USA
77401,"Bellaire, TX", USA
77402,"Bellaire, TX", USA
77404,"Bay City, TX", USA
77406,"Richmond, TX", USA
77407,"Richmond, TX", USA
77410,"Cypress, TX", USA
77411,"Alief, TX", USA
77412,"Altair, TX", USA
77413,"Barker, TX", USA
77414,"Bay City, TX", USA
77415,"Cedar Lane, TX", USA
77417,"Beasley, TX", USA
77418,"Bellville, TX", USA
77419,"Blessing, TX", USA
77420,"Boling, TX", USA
77422,"Brazoria, TX", USA
77423,"Brookshire, TX", USA
77426,"Chappell Hill, TX", USA
77428,"Collegeport, TX", USA
77429,"Cypress, TX", USA
77430,"Damon, TX", USA
77431,"Danciger, TX", USA
77432,"Danevang, TX", USA
77433,"Cypress, TX", USA
77434,"Eagle Lake, TX", USA
77435,"East Bernard, TX", USA
77436,"Egypt, TX", USA
77437,"El Campo, TX", USA
77440,"Elmaton, TX", USA
77441,"Fulshear, TX", USA
77442,"Garwood, TX", USA
77443,"Glen Flora, TX", USA
77444,"Guy, TX", USA
77445,"Hempstead, TX", USA
77446,"Prairie View, TX", USA
77447,"Hockley, TX", USA
77448,"Hungerford, TX", USA
77449,"Katy, TX", USA
77450,"Katy, TX", USA
77451,"Kendleton, TX", USA
77452,"Kenney, TX", USA
77453,"Lane City, TX", USA
77454,"Lissie, TX", USA
77455,"Louise, TX", USA
77456,"Markham, TX", USA
77457,"Matagorda, TX", USA
77458,"Midfield, TX", USA
77459,"Missouri City, TX", USA
77460,"Nada, TX", USA
77461,"Needville, TX", USA
77463,"Old Ocean, TX", USA
77464,"Orchard, TX", USA
77465,"Palacios, TX", USA
77466,"Pattison, TX", USA
77467,"Pierce, TX", USA
77468,"Pledger, TX", USA
77469,"Richmond, TX", USA
77470,"Rock Island, TX", USA
77471,"Rosenberg, TX", USA
77473,"San Felipe, TX", USA
77474,"Sealy, TX", USA
77475,"Sheridan, TX", USA
77476,"Simonton, TX", USA
77477,"Stafford, TX", USA
77478,"Sugar Land, TX", USA
77479,"Sugar Land, TX", USA
77480,"Sweeny, TX", USA
77481,"Thompsons, TX", USA
77482,"Van Vleck, TX", USA
77483,"Wadsworth, TX", USA
77484,"Waller, TX", USA
77485,"Wallis, TX", USA
77486,"West Columbia, TX", USA
77487,"Sugar Land, TX", USA
77488,"Wharton, TX", USA
77489,"Missouri City, TX", USA
77491,"Katy, TX", USA
77492,"Katy, TX", USA
77493,"Katy, TX", USA
77494,"Katy, TX", USA
77496,"Sugar Land, TX", USA
77497,"Stafford, TX", USA
77498,"Sugar Land, TX", USA
77501,"Pasadena, TX", USA
77502,"Pasadena, TX", USA
77503,"Pasadena, TX", USA
77504,"Pasadena, TX", USA
77505,"Pasadena, TX", USA
77506,"Pasadena, TX", USA
77507,"Pasadena, TX", USA
77508,"Pasadena, TX", USA
77510,"Santa Fe, TX", USA
77511,"Alvin, TX", USA
77512,"Alvin, TX", USA
77514,"Anahuac, TX", USA
77515,"Angleton, TX", USA
77516,"Angleton, TX", USA
77517,"Santa Fe, TX", USA
77518,"Bacliff, TX", USA
77519,"Batson, TX", USA
77520,"Baytown, TX", USA
77521,"Baytown, TX", USA
77522,"Baytown, TX", USA
77523,"Baytown, TX", USA
77530,"Channelview, TX", USA
77531,"Clute, TX", USA
77532,"Crosby, TX", USA
77533,"Daisetta, TX", USA
77534,"Danbury, TX", USA
77535,"Dayton, TX", USA
77536,"Deer Park, TX", USA
77538,"Devers, TX", USA
77539,"Dickinson, TX", USA
77541,"Freeport, TX", USA
77542,"Freeport, TX", USA
77545,"Fresno, TX", USA
77546,"Friendswood, TX", USA
77547,"Galena Park, TX", USA
77549,"Friendswood, TX", USA
77550,"Galveston, TX", USA
77551,"Galveston, TX", USA
77552,"Galveston, TX", USA
77553,"Galveston, TX", USA
77554,"Galveston, TX", USA
77555,"Galveston, TX", USA
77560,"Hankamer, TX", USA
77561,"Hardin, TX", USA
77562,"Highlands, TX", USA
77563,"Hitchcock, TX", USA
77564,"Hull, TX", USA
77565,"Kemah, TX", USA
77566,"Lake Jackson, TX", USA
77568,"La Marque, TX", USA
77571,"La Porte, TX", USA
77572,"La Porte, TX", USA
77573,"League City, TX", USA
77574,"League City, TX", USA
77575,"Liberty, TX", USA
77577,"Liverpool, TX", USA
77578,"Manvel, TX", USA
77580,"Mont Belvieu, TX", USA
77581,"Pearland, TX", USA
77582,"Raywood, TX", USA
77583,"Rosharon, TX", USA
77584,"Pearland, TX", USA
77585,"Saratoga, TX", USA
77586,"Seabrook, TX", USA
77587,"South Houston, TX", USA
77588,"Pearland, TX", USA
77590,"Texas City, TX", USA
77591,"Texas City, TX", USA
77592,"Texas City, TX", USA
77597,"Wallisville, TX", USA
77598,"Webster, TX", USA
77611,"Bridge City, TX", USA
77612,"Buna, TX", USA
77613,"China, TX", USA
77614,"Deweyville, TX", USA
77615,"Evadale, TX", USA
77616,"Fred, TX", USA
77617,"Gilchrist, TX", USA
77619,"Groves, TX", USA
77622,"Hamshire, TX", USA
77623,"High Island, TX", USA
77624,"Hillister, TX", USA
77625,"Kountze, TX", USA
77626,"Mauriceville, TX", USA
77627,"Nederland, TX", USA
77629,"Sacramento, TX", USA
77630,"Orange, TX", USA
77631,"Orange, TX", USA
77632,"Orange, TX", USA
77639,"Orangefield, TX", USA
77640,"Port Arthur, TX", USA
77641,"Port Arthur, TX", USA
77642,"Port Arthur, TX", USA
77643,"Port Arthur, TX", USA
77650,"Port Bolivar, TX", USA
77651,"Port Neches, TX", USA
77655,"Sabine Pass, TX", USA
77656,"Silsbee, TX", USA
77657,"Lumberton, TX", USA
77659,"Sour Lake, TX", USA
77660,"Spurger, TX", USA
77661,"Stowell, TX", USA
77662,"Vidor, TX", USA
77663,"Village Mills, TX", USA
77664,"Warren, TX", USA
77665,"Winnie, TX", USA
77670,"Vidor, TX", USA
77701,"Beaumont, TX", USA
77702,"Beaumont, TX", USA
77703,"Beaumont, TX", USA
77704,"Beaumont, TX", USA
77705,"Beaumont, TX", USA
77706,"Beaumont, TX", USA
77707,"Beaumont, TX", USA
77708,"Beaumont, TX", USA
77709,"Beaumont, TX", USA
77710,"Beaumont, TX", USA
77713,"Beaumont, TX", USA
77720,"Beaumont, TX", USA
77725,"Beaumont, TX", USA
77726,"Beaumont, TX", USA
77801,"Bryan, TX", USA
77802,"Bryan, TX", USA
77803,"Bryan, TX", USA
77805,"Bryan, TX", USA
77806,"Bryan, TX", USA
77807,"Bryan, TX", USA
77808,"Bryan, TX", USA
77830,"Sacramento, TX", USA
77831,"Bedias, TX", USA
77833,"Brenham, TX", USA
77834,"Brenham, TX", USA
77835,"Burton, TX", USA
77836,"Caldwell, TX", USA
77837,"Calvert, TX", USA
77838,"Chriesman, TX", USA
77840,"College Station, TX", USA
77841,"College Station, TX", USA
77842,"College Station, TX", USA
77843,"College Station, TX", USA
77844,"College Station, TX", USA
77845,"College Station, TX", USA
77850,"Concord, TX", USA
77852,"Deanville, TX", USA
77853,"Dime Box, TX", USA
77855,"Flynn, TX", USA
77856,"Franklin, TX", USA
77857,"Gause, TX", USA
77859,"Hearne, TX", USA
77861,"Iola, TX", USA
77862,"Kurten, TX", USA
77863,"Lyons, TX", USA
77864,"Madisonville, TX", USA
77865,"Marquez, TX", USA
77866,"Millican, TX", USA
77867,"Mumford, TX", USA
77868,"Navasota, TX", USA
77870,"New Baden, TX", USA
